,Institution,Year,Month,Use of Force
1784,WSP,2015,Nov,14
1785,ASP,2016,Nov,1
1786,CAC,2016,Nov,0
1787,CAL,2016,Nov,24
1788,CCC,2016,Nov,8
1789,CCI,2016,Nov,20
1790,CCWF,2016,Nov,17
1791,CEN,2016,Nov,10
1792,CHCF,2016,Nov,31
1793,CIM,2016,Nov,5
1794,CIW,2016,Nov,10
1795,CMC,2016,Nov,19
1796,CMF,2016,Nov,12
1797,COR,2016,Nov,25
1798,CRC,2016,Nov,8
1799,CTF,2016,Nov,0
1800,CVSP,2016,Nov,1
1801,DVI,2016,Nov,6
1802,FSP,2016,Nov,2
1803,HDSP,2016,Nov,14
1804,ISP,2016,Nov,6
1805,KVSP,2016,Nov,52
1806,LAC,2016,Nov,37
1807,MCSP,2016,Nov,18
1808,NKSP,2016,Nov,15
1809,PBSP,2016,Nov,11
1810,PVSP,2016,Nov,11
1811,RJD,2016,Nov,24
1812,SAC,2016,Nov,35
1813,SATF,2016,Nov,10
1814,SCC,2016,Nov,2
1815,SOL,2016,Nov,5
1816,SQ,2016,Nov,17
1817,SVSP,2016,Nov,45
1818,VSPW,2016,Nov,2
1819,WSP,2016,Nov,15
1820,ASP,2017,Nov,1
1821,CAC,2017,Nov,0
1822,CAL,2017,Nov,22
1823,CCC,2017,Nov,7
1824,CCI,2017,Nov,24
1825,CCWF,2017,Nov,25
1826,CEN,2017,Nov,12
1827,CHCF,2017,Nov,23
1828,CIM,2017,Nov,2
1829,CIW,2017,Nov,9
1830,CMC,2017,Nov,16
1831,CMF,2017,Nov,19
1832,COR,2017,Nov,30
1833,CRC,2017,Nov,3
1834,CTF,2017,Nov,5
1835,CVSP,2017,Nov,0
1836,DVI,2017,Nov,13
1837,FSP,2017,Nov,4
1838,HDSP,2017,Nov,32
1839,ISP,2017,Nov,7
1840,KVSP,2017,Nov,36
1841,LAC,2017,Nov,39
1842,MCSP,2017,Nov,23
1843,NKSP,2017,Nov,8
1844,PBSP,2017,Nov,8
1845,PVSP,2017,Nov,7
1846,RJD,2017,Nov,19
1847,SAC,2017,Nov,50
1848,SATF,2017,Nov,14
1849,SCC,2017,Nov,4
1850,SOL,2017,Nov,7
1851,SQ,2017,Nov,16
1852,SVSP,2017,Nov,44
1853,VSPW,2017,Nov,4
1854,WSP,2017,Nov,21
1855,ASP,2018,Nov,7
1856,CAC,2018,Nov,2
1857,CAL,2018,Nov,21
1858,CCC,2018,Nov,6
1859,CCI,2018,Nov,40
1860,CCWF,2018,Nov,16
1861,CEN,2018,Nov,16
1862,CHCF,2018,Nov,31
1863,CIM,2018,Nov,4
1864,CIW,2018,Nov,10
1865,CMC,2018,Nov,15
1866,CMF,2018,Nov,14
1867,COR,2018,Nov,42
1868,CRC,2018,Nov,4
1869,CTF,2018,Nov,4
1870,CVSP,2018,Nov,3
1871,DVI,2018,Nov,9
1872,FSP,2018,Nov,12
1873,HDSP,2018,Nov,28
1874,ISP,2018,Nov,7
1875,KVSP,2018,Nov,58
1876,LAC,2018,Nov,48
1877,MCSP,2018,Nov,27
1878,NKSP,2018,Nov,17
1879,PBSP,2018,Nov,18
1880,PVSP,2018,Nov,15
1881,RJD,2018,Nov,28
1882,SAC,2018,Nov,47
1883,SATF,2018,Nov,25
1884,SCC,2018,Nov,6
1885,SOL,2018,Nov,13
1886,SQ,2018,Nov,14
1887,SVSP,2018,Nov,43
1888,VSPW,2018,Nov,3
1889,WSP,2018,Nov,20
1890,ASP,2019,Nov,15
1891,CAC,2019,Nov,4
1892,CAL,2019,Nov,18
1893,CCC,2019,Nov,11
1894,CCI,2019,Nov,28
1895,CCWF,2019,Nov,34
1896,CEN,2019,Nov,11
1897,CHCF,2019,Nov,19
1898,CIM,2019,Nov,6
1899,CIW,2019,Nov,4
1900,CMC,2019,Nov,9
1901,CMF,2019,Nov,32
1902,COR,2019,Nov,42
1903,CRC,2019,Nov,5
1904,CTF,2019,Nov,3
1905,CVSP,2019,Nov,3
1906,DVI,2019,Nov,13
1907,FSP,2019,Nov,8
1908,HDSP,2019,Nov,29
1909,ISP,2019,Nov,7
1910,KVSP,2019,Nov,57
1911,LAC,2019,Nov,46
1912,MCSP,2019,Nov,29
1913,NKSP,2019,Nov,17
1914,PBSP,2019,Nov,14
1915,PVSP,2019,Nov,16
1916,RJD,2019,Nov,15
1917,SAC,2019,Nov,59
1918,SATF,2019,Nov,19
1919,SCC,2019,Nov,8
1920,SOL,2019,Nov,12
1921,SQ,2019,Nov,9
1922,SVSP,2019,Nov,47
1923,VSPW,2019,Nov,3
1924,WSP,2019,Nov,33
1925,ASP,2015,Dec,2
1926,CAC,2015,Dec,1
1927,CAL,2015,Dec,19
1928,CCC,2015,Dec,16
1929,CCI,2015,Dec,10
1930,CCWF,2015,Dec,15
1931,CEN,2015,Dec,3
1932,CHCF,2015,Dec,25
1933,CIM,2015,Dec,6
1934,CIW,2015,Dec,20
1935,CMC,2015,Dec,15
1936,CMF,2015,Dec,14
1937,COR,2015,Dec,23
1938,CRC,2015,Dec,3
1939,CTF,2015,Dec,2
1940,CVSP,2015,Dec,1
1941,DVI,2015,Dec,12
1942,FSP,2015,Dec,0
1943,HDSP,2015,Dec,22
1944,ISP,2015,Dec,7
1945,KVSP,2015,Dec,23
1946,LAC,2015,Dec,45
1947,MCSP,2015,Dec,16
1948,NKSP,2015,Dec,19
1949,PBSP,2015,Dec,9
1950,PVSP,2015,Dec,10
1951,RJD,2015,Dec,19
1952,SAC,2015,Dec,48
1953,SATF,2015,Dec,17
1954,SCC,2015,Dec,2
1955,SOL,2015,Dec,5
1956,SQ,2015,Dec,9
1957,SVSP,2015,Dec,37
1958,VSPW,2015,Dec,4
1959,WSP,2015,Dec,21
1960,ASP,2016,Dec,4
1961,CAC,2016,Dec,2
1962,CAL,2016,Dec,19
1963,CCC,2016,Dec,8
1964,CCI,2016,Dec,26
1965,CCWF,2016,Dec,17
1966,CEN,2016,Dec,4
1967,CHCF,2016,Dec,28
1968,CIM,2016,Dec,6
1969,CIW,2016,Dec,11
1970,CMC,2016,Dec,13
1971,CMF,2016,Dec,10
1972,COR,2016,Dec,35
1973,CRC,2016,Dec,5
1974,CTF,2016,Dec,1
1975,CVSP,2016,Dec,0
1976,DVI,2016,Dec,6
1977,FSP,2016,Dec,2
1978,HDSP,2016,Dec,17
1979,ISP,2016,Dec,6
1980,KVSP,2016,Dec,28
1981,LAC,2016,Dec,28
1982,MCSP,2016,Dec,28
1983,NKSP,2016,Dec,23
1984,PBSP,2016,Dec,8
1985,PVSP,2016,Dec,7
1986,RJD,2016,Dec,17
1987,SAC,2016,Dec,56
1988,SATF,2016,Dec,22
1989,SCC,2016,Dec,7
1990,SOL,2016,Dec,9
1991,SQ,2016,Dec,10
1992,SVSP,2016,Dec,28
1993,VSPW,2016,Dec,7
1994,WSP,2016,Dec,19
1995,ASP,2017,Dec,1
1996,CAC,2017,Dec,3
1997,CAL,2017,Dec,17
1998,CCC,2017,Dec,7
1999,CCI,2017,Dec,35
2000,CCWF,2017,Dec,34
2001,CEN,2017,Dec,12
2002,CHCF,2017,Dec,21
2003,CIM,2017,Dec,6
2004,CIW,2017,Dec,9
2005,CMC,2017,Dec,13
2006,CMF,2017,Dec,13
2007,COR,2017,Dec,41
2008,CRC,2017,Dec,8
2009,CTF,2017,Dec,1
2010,CVSP,2017,Dec,1
2011,DVI,2017,Dec,8
2012,FSP,2017,Dec,4
2013,HDSP,2017,Dec,26
2014,ISP,2017,Dec,2
2015,KVSP,2017,Dec,47
2016,LAC,2017,Dec,35
2017,MCSP,2017,Dec,25
2018,NKSP,2017,Dec,15
2019,PBSP,2017,Dec,10
2020,PVSP,2017,Dec,9
2021,RJD,2017,Dec,20
2022,SAC,2017,Dec,30
2023,SATF,2017,Dec,18
2024,SCC,2017,Dec,6
2025,SOL,2017,Dec,5
2026,SQ,2017,Dec,12
2027,SVSP,2017,Dec,32
2028,VSPW,2017,Dec,4
2029,WSP,2017,Dec,16
2030,ASP,2018,Dec,5
2031,CAC,2018,Dec,2
2032,CAL,2018,Dec,10
2033,CCC,2018,Dec,10
2034,CCI,2018,Dec,47
2035,CCWF,2018,Dec,21
2036,CEN,2018,Dec,12
2037,CHCF,2018,Dec,26
2038,CIM,2018,Dec,2
2039,CIW,2018,Dec,9
2040,CMC,2018,Dec,10
2041,CMF,2018,Dec,13
2042,COR,2018,Dec,55
2043,CRC,2018,Dec,12
2044,CTF,2018,Dec,10
2045,CVSP,2018,Dec,2
2046,DVI,2018,Dec,11
2047,FSP,2018,Dec,11
2048,HDSP,2018,Dec,43
2049,ISP,2018,Dec,14
2050,KVSP,2018,Dec,50
2051,LAC,2018,Dec,31
2052,MCSP,2018,Dec,28
2053,NKSP,2018,Dec,13
2054,PBSP,2018,Dec,12
2055,PVSP,2018,Dec,12
2056,RJD,2018,Dec,22
2057,SAC,2018,Dec,40
2058,SATF,2018,Dec,18
2059,SCC,2018,Dec,9
2060,SOL,2018,Dec,13
2061,SQ,2018,Dec,13
2062,SVSP,2018,Dec,55
2063,VSPW,2018,Dec,5
2064,WSP,2018,Dec,24
2065,ASP,2019,Dec,10
2066,CAC,2019,Dec,5
2067,CAL,2019,Dec,21
2068,CCC,2019,Dec,11
2069,CCI,2019,Dec,31
2070,CCWF,2019,Dec,35
2071,CEN,2019,Dec,9
2072,CHCF,2019,Dec,10
2073,CIM,2019,Dec,2
2074,CIW,2019,Dec,13
2075,CMC,2019,Dec,9
2076,CMF,2019,Dec,21
2077,COR,2019,Dec,24
2078,CRC,2019,Dec,12
2079,CTF,2019,Dec,4
2080,CVSP,2019,Dec,2
2081,DVI,2019,Dec,5
2082,FSP,2019,Dec,7
2083,HDSP,2019,Dec,30
2084,ISP,2019,Dec,6
2085,KVSP,2019,Dec,54
2086,LAC,2019,Dec,33
2087,MCSP,2019,Dec,21
2088,NKSP,2019,Dec,28
2089,PBSP,2019,Dec,2
2090,PVSP,2019,Dec,10
2091,RJD,2019,Dec,14
2092,SAC,2019,Dec,6
2093,SATF,2019,Dec,15
2094,SCC,2019,Dec,13
2095,SOL,2019,Dec,24
2096,SQ,2019,Dec,7
2097,SVSP,2019,Dec,49
2098,VSPW,2019,Dec,4
2099,WSP,2019,Dec,22
